Order;University;City;Tuition_fee;Department;Website;Ranking
41;HATAY MUSTAFA KEMAL UNIVERSITY;HATAY;7233;Archaeology, Area Studies, Languages, Religious Studies, Literature, Philosophy, General Studies, Classics, Cultural Studies, Museum Studies, History, English Studies, Computer Engineering, Computer Programming, Informatics, Multimedia, Programming, CPD, Educational Research, Educational Administration, Educational Learning, Educational Psychology, Career Counselling, Coaching, Pedagogy, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering , Mining and Oil&Gas Processes, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Counselling, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, E-commerce, Finance, Entrepreneurship, Quality Management, Accounting, Office Administration, Marketing, Retail, Transportation and Logistics, Management, Human Resources Management, Business Studies;www.mku.edu.tr;41
42;SIVAS REPUBLIC UNIVERSITY;SIVAS;10452;Civil Law, International Law, Beauty Therapy, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil & Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Horticulture, Plant and Crop Science, Agriculture, Veterinary Medicine, Farm Management, Astronomy, Biology, Biomedical Science, Natural Geography, Physics, Forensic Science, General Science, Food Engineering and Technology, Chemistry, Materials Science, Mathematics, Sports Science, Life Sciences, Earth Sciences, Environmental Sciences;https://www.sivas.edu.tr;42
43;DUZCE UNIVERSITY;DUZCE;27340;Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil & Gas Processes, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Gardening, Plant and Crop science, Agriculture, Veterinary medicine, Farm management, Astronomy, Biology, Biomedical science, Natural geography, Physics, Forensic science, General science, Food engineering and technology, Chemistry, Materials science, Mathematics, Sports science, Life sciences, Earth sciences, Environmental sciences, Dance, Handicrafts, Non-industrial design, Industrial design, Graphic design, Fashion and textile design, Music, Art, Art administration, Theatre and drama studies, Interior design, E-commerce, Finance, Entrepreneurship, Quality management, Accounting, Office administration, Marketing, Retail, Transportation and logistics, Management, Human resources management, Business studies, Languages, Computer engineering;www.duzce.edu.tr;43
44;NECMETTIN ERBAKAN UNIVERSITY;KONYA;11999;Computer Engineering, Computer Programming, Informatics, Multimedia, Programming, CPD, Educational Research, Educational Administration, Educational Learning, Educational Psychology, Career Counselling, Coaching, Pedagogy, Adult Education, Childhood Education, Special Education, Teacher Training, Teaching, Criminal Law, Legal Research, Public Law, Legal Advice, Civil Law, International Law, Beauty Treatment, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil&Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consultancy, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Accounting, Office Administration, Marketing, Retail, Transportation and Logistics, Management, Human Resources Management, Business Studies;https://www.konya.edu.tr/;44
45;MUGLA SITKI KO�MAN UNIVERSITY;MUGLA;41417;Criminal Law, Legal Research, Public Law, Legal Advice, Civil Law, International Law, Beauty Treatment, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil&Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, Public Administration, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Horticulture, Plant and Crop Science;www.mu.edu.tr;45
46;KAHRAMANMARAS SUTCU IMAM UNIVERSITY;KAHRAMANMARAS;43766;FOREIGN LANGUAGES, English Language, Arabic Language, Curriculum and Instruction, Measurement and Evaluation in Education, Guidance and Psychology, Educational Management, Educational Technologies, Mentally Handicapped, Hearing Impaired, Visually Impaired, Mathematics, ART, Music, Art, Social Sciences, Turkish Education, Dentist, Pharmacy, Archaeology, Biology, Geography, Eastern Languages ??and Literatures, Physics, Chemistry, Mathematics, Molecular Biology and Genetics, Interpreter and Translation Department, Sociology, History, Turkish Language and Literature, Data Science and Analytics, Radio Television and Cinema, Architecture, Painting, Econometrics, Economics, Business, Public Administration, Finance, Management Information Systems, Philosophy and Religious Sciences, Islamic History and Arts, Fundamental Islamic Sciences, Computer Engineering, Environmental Engineering, Electrical and Electronics Engineering, Industrial Engineering, Food Engineering, Surveying Engineering, Civil Engineering, Mechanical Engineering, Software Engineering, Nursing, Physiotherapy and Rehabilitation, Nutrition and Dietetics, Perfusion, International Trade and Logistics, Gastronomy, Culinary Arts, Recreation Management, Tourism Guidance, Tourism Management, Basic Sciences, Clinical Sciences, Animal Science, Horticulture, Plant Protection, Agricultural Economics, Agricultural Machinery, Technologies Engineering, Field Crops, Agricultural Structures and Irrigation, Soil Science, Medicine;www.ksu.edu.tr;46
47;RECEP TAYYIP ERDOGAN UNIVERSITY;RIZE;3710;Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil & Gas Processes, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Gardening, Plant and Crop science, Agriculture, Veterinary medicine, Farm management, Astronomy, Biology, Biomedical science, Natural geography, Physics, Forensic science, General science, Food engineering and technology, Chemistry, Materials science, Mathematics, Sports science, Life sciences, Earth sciences, Environmental sciences, Dance, Handicrafts, Non-industrial design, Industrial design, Graphic design, Fashion and textile design, Music, Art, Art administration, Theatre and drama studies, Interior design, E-commerce, Finance, Entrepreneurship, Quality management, Accounting, Office administration, Marketing, Retail, Transportation and logistics, Management, Human resources management, Business studies, Languages, Computer engineering;www.erdogan.edu.tr;47
48;KIRIKKALE UNIVERSITY;KIRIKKALE;3179;Archaeology, Area Studies, Languages, Religious Studies, Literature, Philosophy, General Studies, Classics, Cultural Studies, Museum Studies, History, English Studies, Computer Engineering, Computer Programming, Informatics, Multimedia, Programming, CPD, Educational Research, Educational Administration, Educational Learning, Educational Psychology, Career Counselling, Coaching, Pedagogy, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering , Mining and Oil&Gas Processes, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Counselling, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, E-commerce, Finance, Entrepreneurship, Quality Management, Accounting, Office Administration, Marketing, Retail, Transportation and Logistics, Management, Human Resources Management, Business Studies;www.klu.edu.tr;48
49;ZONGULDAK BULENT ECEVIT UNIVERSITY;ZONGULDAK;22904;Archaeology, Area Studies, Languages, Religious Studies, Literature, Philosophy, General Studies, Computer Engineering, Computer Programming, Informatics, Multimedia, Psychology, Coaching, Pedagogy, Adult Education, Legal Advice, Civil Law, International Law, Criminal Law, Real Estate Management, Architecture, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Electrical and Electronics Engineering, General Engineering and Technology, Power and Energy Engineering, Chemical and Materials Engineering, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Medicine, Aviation, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Sociology, International Relations, Writing, Human Geography, Veterinary Medicine, Astronomy, Biology, Biomedical Science, Natural Geography, Physics, Forensic Science, General Science, Food Engineering and Technology, Chemistry, Materials Science, Mathematics, Sports Science, Life Sciences;https://w3.beun.edu.tr/;49
50;TEKIRDAG NAMIK KEMAL UNIVERSITY;TEKIRDAG;19432;Computer Engineering, Computer Programming, Informatics, Multimedia, Programming, CPD, Educational Research, Educational Administration, Educational Learning, Educational Psychology, Career Counselling, Coaching, Pedagogy, Adult Education, Childhood Education, Special Education, Teacher Training, Teaching, Criminal Law, Legal Research, Public Law, Legal Advice, Civil Law, International Law, Beauty Treatment, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil&Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consultancy, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Accounting, Office Administration, Marketing, Retail, Transportation and Logistics, Management, Human Resources Management, Business Studies;http://www.nku.edu.tr/;50
51;ADNAN MENDERES UNIVERSITY;AYDIN;106337;Civil Law, International Law, Beauty Therapy, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil & Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Horticulture, Plant and Crop Science, Agriculture, Veterinary Medicine, Farm Management, Astronomy, Biology, Biomedical Science, Natural Geography, Physics, Forensic Science, General Science, Food Engineering and Technology, Chemistry, Materials Science, Mathematics, Sports Science, Life Sciences, Earth Sciences, Environmental Sciences;www.adu.edu.tr;51
52;MERSIN UNIVERSITY;MERSIN;10161;Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil & Gas Processes, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Gardening, Plant and Crop science, Agriculture, Veterinary medicine, Farm management, Astronomy, Biology, Biomedical science, Natural geography, Physics, Forensic science, General science, Food engineering and technology, Chemistry, Materials science, Mathematics, Sports science, Life sciences, Earth sciences, Environmental sciences, Dance, Handicrafts, Non-industrial design, Industrial design, Graphic design, Fashion and textile design, Music, Art, Art administration, Theatre and drama studies, Interior design, E-commerce, Finance, Entrepreneurship, Quality management, Accounting, Office administration, Marketing, Retail, Transportation and logistics, Management, Human resources management, Business studies, Languages, Computer engineering;http://www.mersin.edu.tr/;52
53;HARRAN UNIVERSITY;SANLIURFA;13487;Criminal Law, Legal Research, Public Law, Legal Advice, Civil Law, International Law, Beauty Treatment, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil&Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, Public Administration, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Horticulture, Plant and Crop Science;http://harran.edu.tr;53
54;BALIKESIR UNIVERSITY;BALIKESIR;40477;FOREIGN LANGUAGES, English Language, Arabic Language, Curriculum and Instruction, Measurement and Evaluation in Education, Guidance and Psychology, Educational Management, Educational Technologies, Mentally Handicapped, Hearing Impaired, Visually Impaired, Mathematics, ART, Music, Art, Social Sciences, Turkish Education, Dentist, Pharmacy, Archaeology, Biology, Geography, Eastern Languages ??and Literatures, Physics, Chemistry, Mathematics, Molecular Biology and Genetics, Interpreter and Translation Department, Sociology, History, Turkish Language and Literature, Data Science and Analytics, Radio Television and Cinema, Architecture, Painting, Econometrics, Economics, Business, Public Administration, Finance, Management Information Systems, Philosophy and Religious Sciences, Islamic History and Arts, Fundamental Islamic Sciences, Computer Engineering, Environmental Engineering, Electrical and Electronics Engineering, Industrial Engineering, Food Engineering, Surveying Engineering, Civil Engineering, Mechanical Engineering, Software Engineering, Nursing, Physiotherapy and Rehabilitation, Nutrition and Dietetics, Perfusion, International Trade and Logistics, Gastronomy, Culinary Arts, Recreation Management, Tourism Guidance, Tourism Management, Basic Sciences, Clinical Sciences, Animal Science, Horticulture, Plant Protection, Agricultural Economics, Agricultural Machinery, Technologies Engineering, Field Crops, Agricultural Structures and Irrigation, Soil Science, Medicine;https://www.balikesir.edu.tr/;54
55;HITIT UNIVERSITY;CORUM;6857;Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil & Gas Processes, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Gardening, Plant and Crop science, Agriculture, Veterinary medicine, Farm management, Astronomy, Biology, Biomedical science, Natural geography, Physics, Forensic science, General science, Food engineering and technology, Chemistry, Materials science, Mathematics, Sports science, Life sciences, Earth sciences, Environmental sciences, Dance, Handicrafts, Non-industrial design, Industrial design, Graphic design, Fashion and textile design, Music, Art, Art administration, Theatre and drama studies, Interior design, E-commerce, Finance, Entrepreneurship, Quality management, Accounting, Office administration, Marketing, Retail, Transportation and logistics, Management, Human resources management, Business studies, Languages, Computer engineering;www.hitit.edu.tr;55
56;UNIVERSITY OF TRAKYA;EDIRNE;14042;Archaeology, Area Studies, Languages, Religious Studies, Literature, Philosophy, General Studies, Classics, Cultural Studies, Museum Studies, History, English Studies, Computer Engineering, Computer Programming, Informatics, Multimedia, Programming, CPD, Educational Research, Educational Administration, Educational Learning, Educational Psychology, Career Counselling, Coaching, Pedagogy, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering , Mining and Oil&Gas Processes, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Counselling, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, E-commerce, Finance, Entrepreneurship, Quality Management, Accounting, Office Administration, Marketing, Retail, Transportation and Logistics, Management, Human Resources Management, Business Studies;www.trakya.edu.tr;56
57;KUTAHYA DUMLUPINAR UNIVERSITY;KUTAHYA;56244;Civil Law, International Law, Beauty Therapy, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil & Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Horticulture, Plant and Crop Science, Agriculture, Veterinary Medicine, Farm Management, Astronomy, Biology, Biomedical Science, Natural Geography, Physics, Forensic Science, General Science, Food Engineering and Technology, Chemistry, Materials Science, Mathematics, Sports Science, Life Sciences, Earth Sciences, Environmental Sciences;http://www.dpu.edu.tr/;57
58;BURSA TECHNICAL UNIVERSITY;BURSA;1541;FOREIGN LANGUAGES, English Language, Arabic Language, Curriculum and Instruction, Measurement and Evaluation in Education, Guidance and Psychology, Educational Management, Educational Technologies, Mentally Handicapped, Hearing Impaired, Visually Impaired, Mathematics, ART, Music, Art, Social Sciences, Turkish Education, Dentist, Pharmacy, Archaeology, Biology, Geography, Eastern Languages ??and Literatures, Physics, Chemistry, Mathematics, Molecular Biology and Genetics, Interpreter and Translation Department, Sociology, History, Turkish Language and Literature, Data Science and Analytics, Radio Television and Cinema, Architecture, Painting, Econometrics, Economics, Business, Public Administration, Finance, Management Information Systems, Philosophy and Religious Sciences, Islamic History and Arts, Fundamental Islamic Sciences, Computer Engineering, Environmental Engineering, Electrical and Electronics Engineering, Industrial Engineering, Food Engineering, Surveying Engineering, Civil Engineering, Mechanical Engineering, Software Engineering, Nursing, Physiotherapy and Rehabilitation, Nutrition and Dietetics, Perfusion, International Trade and Logistics, Gastronomy, Culinary Arts, Recreation Management, Tourism Guidance, Tourism Management, Basic Sciences, Clinical Sciences, Animal Science, Horticulture, Plant Protection, Agricultural Economics, Agricultural Machinery, Technologies Engineering, Field Crops, Agricultural Structures and Irrigation, Soil Science, Medicine;www.btu.edu.tr;58
59;AFYON KOCATEPE UNIVERSITY;AFYON;4412;Computer Engineering, Computer Programming, Informatics, Multimedia, Programming, CPD, Educational Research, Educational Administration, Educational Learning, Educational Psychology, Career Counselling, Coaching, Pedagogy, Adult Education, Childhood Education, Special Education, Teacher Training, Teaching, Criminal Law, Legal Research, Public Law, Legal Advice, Civil Law, International Law, Beauty Treatment, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil&Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consultancy, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Accounting, Office Administration, Marketing, Retail, Transportation and Logistics, Management, Human Resources Management, Business Studies;www.aku.edu.tr;59
60;SINOP UNIVERSITY;SINOP;12643;Criminal Law, Legal Research, Public Law, Legal Advice, Civil Law, International Law, Beauty Treatment, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil&Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consulting, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, Public Administration, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Horticulture, Plant and Crop Science;https://www.sinop.edu.tr/;60
61;YOZGAT BOZOK UNIVERSITY;YOZGAT;12942;Computer Engineering, Computer Programming, Informatics, Multimedia, Programming, CPD, Educational Research, Educational Administration, Educational Learning, Educational Psychology, Career Counselling, Coaching, Pedagogy, Adult Education, Childhood Education, Special Education, Teacher Training, Teaching, Criminal Law, Legal Research, Public Law, Legal Advice, Civil Law, International Law, Beauty Treatment, Massage, Hairdressing, Health and Fitness, Therapeutic, MBA, Maintenance Service, Public Works, Real Estate Management, Architecture, Planning, Surveying, Construction, Vehicle Engineering, Biomedical Engineering, Environmental Engineering, Marine Engineering, Electrical Engineering, Electronic Engineering, General Engineering and Technology, Power and Energy Engineering, Aerospace Engineering, Quality Control, Chemical and Materials Engineering, Mining and Oil&Gas Operations, Mechanical Engineering, Metallurgy, Telecommunications, Structural Engineering, Manufacturing and Production, Civil Engineering, Nutrition and Health, Consultancy, Dentistry, Midwifery, Pharmacology, Physiology, Physiotherapy, Nursing, Public Health, Ophthalmology, Psychology, Health and Safety, Health Studies, Complementary Medicine, Medicine, Aviation, Hospitality, Hotel Management, Travel and Tourism, Holiday Management, Food and Beverage Production, Catering, Anthropology, Linguistics, Economics, Environmental Management, Film and Television, Photography, Journalism, International Development, PUBLIC ADMINISTRATION, Library Research, Media, Politics, Social Sciences, Social Work, Sociology, International Relations, Writing, Human Geography, Accounting, Office Administration, Marketing, Retail, Transportation and Logistics, Management, Human Resources Management, Business Studies;http://bozok.edu.tr;61
